accountID;installationID;installationName;mainActivity
93038;780;CIEPŁOWNIA MIŃSK MAZOWIECKI;1-Combustion installations with a rated thermal input exceeding 20 MW
103201;558;RAFFINERIA ISAB IMPIANTI NORD;21-Refining of mineral oil
93039;22;ELEKTROWNIA KONIN;20-Combustion of fuels
108809;203529;4025;10-Aircraft operator activities
103202;559;Raffineria Isab Impianti Sud;21-Refining of mineral oil
98049;254;Cheshire Brickmakers Ltd;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
93040;781;ICT POLAND SP. Z O.O.;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
103203;898;CENTRALE TERMICA EX VILLAGGIO FIAT;1-Combustion installations with a rated thermal input exceeding 20 MW
98050;796;Magners GB Ltd;20-Combustion of fuels
93041;296;Indorama Ventures Portugal Utility;20-Combustion of fuels
103204;997;Centrale di Grugliasco;20-Combustion of fuels
114348;208382;FER-PAR S.R.L.;25-Production or processing of ferrous metals
108812;201978;21482;10-Aircraft operator activities
98052;76;Tate and Lyle Sugars;1-Combustion installations with a rated thermal input exceeding 20 MW
93042;23;ELEKTROWNIA ADAMÓW;20-Combustion of fuels
103205;717;Zuccherificio di Russi;1-Combustion installations with a rated thermal input exceeding 20 MW
108813;203531;f10248;10-Aircraft operator activities
98053;744;Clair Phase 1;20-Combustion of fuels
93043;132;Energetika - Energoblok;1-Combustion installations with a rated thermal input exceeding 20 MW
103206;544;CENTRALE ELETTRICA;1-Combustion installations with a rated thermal input exceeding 20 MW
108815;202393;25841;10-Aircraft operator activities
93044;782;Kotłownia Instalacja do produkcji papieru;36-Production of paper or cardboard
103207;845;Zuccherificio di S. Quirico;1-Combustion installations with a rated thermal input exceeding 20 MW
108816;203534;156;10-Aircraft operator activities
93045;783;Zakład Celulozy i Papieru Stora Enso Poland SA;36-Production of paper or cardboard
98055;350;Browns Lane Site;20-Combustion of fuels
103208;343;Zuccherificio di S. Pietro in Casale;1-Combustion installations with a rated thermal input exceeding 20 MW
93046;784;Kotłownia Rejonowa C-26;20-Combustion of fuels
108817;203536;DROME ENERGIE SERVICES (DES);20-Combustion of fuels
98057;255;London Road Heat Station;1-Combustion installations with a rated thermal input exceeding 20 MW
93047;24;CEZ Chorzów S.A.;20-Combustion of fuels
108818;203533;23316;10-Aircraft operator activities
98058;616;The Westfield Biomass Plant;1-Combustion installations with a rated thermal input exceeding 20 MW
108819;203537;33133;10-Aircraft operator activities
93048;785;KOTŁOWNIA NIEWIADÓW;1-Combustion installations with a rated thermal input exceeding 20 MW
103209;846;Zuccherificio di Fermo;1-Combustion installations with a rated thermal input exceeding 20 MW
98059;1260;Chilton Energy Centre;1-Combustion installations with a rated thermal input exceeding 20 MW
103210;348;S.F.I.R. S.p.A. Zuccherificio di Pontelagoscuro;1-Combustion installations with a rated thermal input exceeding 20 MW
93049;133;Tatranská mliekareň a.s.;1-Combustion installations with a rated thermal input exceeding 20 MW
108821;203535;Instalacia za proizvodstvo na negasena var;30-Production of lime, or calcination of dolomite/magnesite
103211;847;Zuccherificio di Jesi;1-Combustion installations with a rated thermal input exceeding 20 MW
93050;786;Kotłownia Döhler Sp. z o.o.;20-Combustion of fuels
93051;787;KOTŁOWNIA;1-Combustion installations with a rated thermal input exceeding 20 MW
103212;359;S.F.I.R. S.p.a. Zuccherificio di Forlimpopoli;1-Combustion installations with a rated thermal input exceeding 20 MW
108823;203540;786;10-Aircraft operator activities
98062;256;'Syngenta - Jealott''s Hill';1-Combustion installations with a rated thermal input exceeding 20 MW
93052;401;PIEC WAPIENNY CUKROWNI BOROWICZKI;6-Installations for the production of cement clinker in rotary kilns or lime in rotary kilns or in other furnaces
103213;122;ESSELUNGA spa stabilimento di Limito;20-Combustion of fuels
108824;203538;18907;10-Aircraft operator activities
98064;617;Royal Infirmary of Edinburgh;1-Combustion installations with a rated thermal input exceeding 20 MW
103214;37;Raffneria di Augusta;21-Refining of mineral oil
93053;788;Ciepłownia HANKÓWKA;20-Combustion of fuels
108825;203539;499;10-Aircraft operator activities
103215;755;S.F.I.R. S.p.A. Zuccherificio di Foggia;1-Combustion installations with a rated thermal input exceeding 20 MW
93054;25;Elektrociepłownia Andrychów Spółka z o.o.;20-Combustion of fuels
108826;203541;27073;10-Aircraft operator activities
114368;208262;Centurylink Communications UK Limited;20-Combustion of fuels
93055;297;Horticilha, Agro - Industria, S.A.;20-Combustion of fuels
108827;203542;19823;10-Aircraft operator activities
103217;848;Stabilimento di Lavello;20-Combustion of fuels
98068;258;Huntington Water Treatment Works;1-Combustion installations with a rated thermal input exceeding 20 MW
93056;789;Elektrociepłownia;20-Combustion of fuels
108828;203543;3639;10-Aircraft operator activities
103218;266;Eurofibre SPA;7-Installations for the manufacture of glass including glass fibre
93057;790;Ciepłownia  przy ul. Żniwna 5;20-Combustion of fuels
98069;1257;PFI Hospital;1-Combustion installations with a rated thermal input exceeding 20 MW
108829;203545;16761;10-Aircraft operator activities
103219;292;Impianto per la fabbricazione di mattoni;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
108830;202514;25846;10-Aircraft operator activities
93058;26;ELEKTROCIEPŁOWNIA PRUSZKÓW;20-Combustion of fuels
103220;225;IMPIANTO DI PRODUZIONE CARNI;20-Combustion of fuels
93059;791;ELEKTROCIEPŁOWNIA;1-Combustion installations with a rated thermal input exceeding 20 MW
108831;203547;23244;10-Aircraft operator activities
103221;534;CENTRALE ELETTRICA;1-Combustion installations with a rated thermal input exceeding 20 MW
98073;260;Bloomsbury Heat & Power;20-Combustion of fuels
93060;792;Ciepłownia  przy ul. Szczecińskiej 25;20-Combustion of fuels
108832;203549;21072;10-Aircraft operator activities
103222;675;S.p.A. BIRRA PERONI  BARI;20-Combustion of fuels
93061;793;CIEPŁOWNIA;1-Combustion installations with a rated thermal input exceeding 20 MW
108833;203548;f12006;10-Aircraft operator activities
98075;1267;BBC North MediaCityUK;20-Combustion of fuels
103223;1078;Impianto di produzione carni;20-Combustion of fuels
93062;402;PIEC WAPIENNY CUKROWNI MALBORK;6-Installations for the production of cement clinker in rotary kilns or lime in rotary kilns or in other furnaces
108834;203551;27446;10-Aircraft operator activities
98076;1266;Markinch CHP;20-Combustion of fuels
103224;933;BIRRA PERONI S.R.L. STABILIMENTO DI PADOVA;20-Combustion of fuels
108835;203552;9200;10-Aircraft operator activities
93063;134;Tatravagónka, a.s. Poprad;20-Combustion of fuels
103225;604;EUROPAPER S.P.A.;36-Production of paper or cardboard
108836;203553;f10464;10-Aircraft operator activities
93064;27;ELEKTROCIEPŁOWNIA SIEKIERKI;20-Combustion of fuels
103226;934;BIRRA PERONI  Srl Stabilimento di Roma;20-Combustion of fuels
108837;203504;28618;10-Aircraft operator activities
93065;403;PIEC WAPIENNY CUKROWNI OSTROWY;6-Installations for the production of cement clinker in rotary kilns or lime in rotary kilns or in other furnaces
98080;262;Jaguar Land Rover Limited Solihull;20-Combustion of fuels
103227;189;TINTORIA EUROPEA;1-Combustion installations with a rated thermal input exceeding 20 MW
93066;28;ELEKTROCIEPŁOWNIA ŻERAŃ;20-Combustion of fuels
108838;203550;6331;10-Aircraft operator activities
103228;764;PRODUZIONE DI CARTA E CARTONE S.A.C.C.A.;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
108839;203557;460;10-Aircraft operator activities
93067;135;Tauris Danubius a.s.;1-Combustion installations with a rated thermal input exceeding 20 MW
114388;208502;Centrale termica TLR Chivasso;20-Combustion of fuels
103229;152;EUROPIZZI SRL;20-Combustion of fuels
93068;404;PIEC WAPIENNY CUKROWNI WOŻUCZYN;6-Installations for the production of cement clinker in rotary kilns or lime in rotary kilns or in other furnaces
108840;201813;6803;10-Aircraft operator activities
98084;618;Leven Bottling Hall;20-Combustion of fuels
103230;242;MONTEBELLO SRL;1-Combustion installations with a rated thermal input exceeding 20 MW
93069;794;CIEPŁOWNIA SĘDZISZÓW;20-Combustion of fuels
108841;203556;37243;10-Aircraft operator activities
103231;849;EUROTINTORIA SPA;20-Combustion of fuels
93070;29;Elektrociepłownia Będzin Sp. z o.o.;20-Combustion of fuels
108842;203555;31740;10-Aircraft operator activities
103232;423;Stabilimento di BEVAGNA;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
93071;30;ELEKTROCIEPŁOWNIA BIAŁYSTOK;20-Combustion of fuels
108843;203554;36793;10-Aircraft operator activities
103233;888;SAAR DEPOSITI PORTUALI SPA;1-Combustion installations with a rated thermal input exceeding 20 MW
108844;203558;15453;10-Aircraft operator activities
93072;405;PIEC WAPIENNY FABRYKI CUKRU W TUCZNIE;6-Installations for the production of cement clinker in rotary kilns or lime in rotary kilns or in other furnaces
98090;319;Product Development Site;1-Combustion installations with a rated thermal input exceeding 20 MW
103234;600;BARTOLI S.p.A.;36-Production of paper or cardboard
108845;203559;f12150;10-Aircraft operator activities
93073;795;CIEPŁOWNIA TRZEMESZNO;1-Combustion installations with a rated thermal input exceeding 20 MW
103235;490;F.lli DE CECCO di FILIPPO Fara S.Martino SpA;20-Combustion of fuels
93074;136;Kotolňa - Liptovská, Trenčín;20-Combustion of fuels
108846;203561;f10074;10-Aircraft operator activities
108847;203563;f13610;10-Aircraft operator activities
103236;150;FINISSAGGIO TESSUTI, PROD. CALORE E ENERGIA;1-Combustion installations with a rated thermal input exceeding 20 MW
93075;137;Tehelňa Preseľany s.r.o.;8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain
108848;203565;f10332;10-Aircraft operator activities
93076;796;Ciepłownia C-92 Bolechowo;20-Combustion of fuels
103237;484;STABILIMENTO DI PESCARA;29-Production of cement clinker
93077;31;Zakład Wytwarzania Nowa;20-Combustion of fuels
108849;203568;f12156;10-Aircraft operator activities
103238;718;F.LLI GIOVANNINI SPA;24-Production of pig iron or steel
93078;797;Instalacja Elektrociepłownia;20-Combustion of fuels
108850;203325;32590;10-Aircraft operator activities
103239;864;Tavernola Bergamasca;29-Production of cement clinker
98100;619;Heriot Watt University;1-Combustion installations with a rated thermal input exceeding 20 MW
108851;203569;32826;10-Aircraft operator activities
93079;798;INSTALACJA PRODUKCJI PAPIERU - KALETY;9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board
103240;850;CENTRALE TERMICA;20-Combustion of fuels
93080;32;ELEKTROCIEPŁOWNIA FENICE W RZESZOWIE;1-Combustion installations with a rated thermal input exceeding 20 MW
108852;202839;11068;10-Aircraft operator activities
103241;365;Cementeria di Castelraimondo;29-Production of cement clinker
114409;207942;Edsbyns Träförädling;20-Combustion of fuels
108853;203012;29157;10-Aircraft operator activities
103242;479;Cagnano Amiterno;29-Production of cement clinker
93081;138;Plynová kotolňa Brezovec;1-Combustion installations with a rated thermal input exceeding 20 MW
93082;800;CIEPŁOWNIA G.O. ŁĘGAJNY;1-Combustion installations with a rated thermal input exceeding 20 MW
108854;203562;35440;10-Aircraft operator activities
103243;377;CARTIERA LUCCHESI LEONELLO s.r.l.;36-Production of paper or cardboard
98105;1263;Teesside Integrated Iron & Steel Works;24-Production of pig iron or steel
93083;406;PIEC WAPIENNY CUKROWNI GOSŁAWICE;6-Installations for the production of cement clinker in rotary kilns or lime in rotary kilns or in other furnaces
103244;401;Cementeria di Testi;29-Production of cement clinker
108855;203571;34316;10-Aircraft operator activities
93084;139;Plynová kotolňa Bysterec;1-Combustion installations with a rated thermal input exceeding 20 MW
98107;1031;Bournville Site;20-Combustion of fuels
103245;96;Impianti di combustione;1-Combustion installations with a rated thermal input exceeding 20 MW
108856;203566;2649;10-Aircraft operator activities
98108;270;RAF Coningsby;1-Combustion installations with a rated thermal input exceeding 20 MW
93085;801;KOTŁOWNIA KRAKOWSKA FABRYKA ARMATURA;1-Combustion installations with a rated thermal input exceeding 20 MW
108857;203574;F10078;10-Aircraft operator activities
103246;889;Zuccherificio di Celano;1-Combustion installations with a rated thermal input exceeding 20 MW
98109;1033;BOILER HOUSE CHIRK;1-Combustion installations with a rated thermal input exceeding 20 MW
108858;203573;F12524;10-Aircraft operator activities
93086;140;Výroba skla;7-Installations for the manufacture of glass including glass fibre
103247;860;T.R.T. SPA;1-Combustion installations with a rated thermal input exceeding 20 MW
98110;1034;boiler house marlbrook;1-Combustion installations with a rated thermal input exceeding 20 MW
103248;890;Zuccherificio di Castiglion Fiorentino;1-Combustion installations with a rated thermal input exceeding 20 MW
93087;33;ELEKTROCIEPŁOWNIA ELBLĄG;20-Combustion of fuels
108859;203575;388;10-Aircraft operator activities
98111;1032;Mondelez Confectionery - Sheffield;20-Combustion of fuels
103249;260;'UNITA'' PRODUTTIVA DI SPRESIANO';30-Production of lime, or calcination of dolomite/magnesite
93088;407;PIEC WAPIENNY;30-Production of lime, or calcination of dolomite/magnesite
108860;202975;Biomasse-Heizkraftwerk (BioHKW);20-Combustion of fuels
103250;983;'UNITA'' PRODUTTIVA DI MONTICHIARI';30-Production of lime, or calcination of dolomite/magnesite
93089;408;PIEC WAPIENNY;6-Installations for the production of cement clinker in rotary kilns or lime in rotary kilns or in other furnaces
108861;202763;Gießerei;25-Production or processing of ferrous metals
98113;272;Southampton Geothermal Heating Company;1-Combustion installations with a rated thermal input exceeding 20 MW
103251;891;Zuccherificio di Villasor;1-Combustion installations with a rated thermal input exceeding 20 MW
108862;203546;Air Executive Ltd;20-Combustion of fuels
93090;802;CIEPŁOWNIA;1-Combustion installations with a rated thermal input exceeding 20 MW
